Season,Round,TrackType,Circuit,Weather,Rainfall,Driver,Team,GridPosition,FinishingPosition,Q1,Q2,Q3,MeanDeltaQ1,MeanDeltaQ2,MeanDeltaQ3
2021,17,Mid-Circuit,Austin,28.148447204968942,0,HAM,Mercedes,2,2,94.579,93.797,93.119,-0.697,-1.411214286,-0.5577
2021,17,Mid-Circuit,Austin,28.148447204968942,0,PER,Red Bull Racing,3,3,94.369,94.178,93.134,-0.907,-1.030214286,-0.5427
2021,17,Mid-Circuit,Austin,28.148447204968942,0,LEC,Ferrari,4,4,94.153,93.928,93.606,-1.123,-1.280214286,-0.0707
2021,17,Mid-Circuit,Austin,28.148447204968942,0,RIC,McLaren,6,5,94.407,94.643,93.808,-0.869,-0.565214286,0.13129999999999598
2021,17,Mid-Circuit,Austin,28.148447204968942,0,BOT,Mercedes,9,6,94.59,93.959,93.475,-0.686,-1.249214286,-0.2017
2021,17,Mid-Circuit,Austin,28.148447204968942,0,SAI,Ferrari,5,7,94.558,94.126,93.792,-0.718,-1.082214286,0.11529999999999063
2021,17,Mid-Circuit,Austin,28.148447204968942,0,NOR,McLaren,7,8,94.551,93.88,93.887,-0.725,-1.328214286,0.2102999999999895
2021,17,Mid-Circuit,Austin,28.148447204968942,0,TSU,AlphaTauri,10,9,95.36,95.137,94.918,0.08400000000000318,-0.071214286,1.2412999999999954
2021,17,Mid-Circuit,Austin,28.148447204968942,0,VET,Aston Martin,18,10,95.281,95.5,1000,0.005000000000009663,0.291785714285723,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,GIO,Alfa Romeo Racing,12,11,95.92,95.794,1000,0.6440000000000055,0.5857857142857199,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,STR,Aston Martin,13,12,95.983,1000,1000,0.7070000000000078,904.7917857142858,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,RAI,Alfa Romeo Racing,15,13,96.311,1000,1000,1.0350000000000108,904.7917857142858,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,RUS,Williams,20,14,95.746,1000,1000,0.46999999999999886,904.7917857142858,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,LAT,Williams,14,15,95.995,1000,1000,0.7190000000000083,904.7917857142858,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,MSC,Haas F1 Team,16,16,96.499,1000,1000,1.222999999999999,904.7917857142858,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,MAZ,Haas F1 Team,17,17,96.796,1000,1000,1.5200000000000102,904.7917857142858,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,ALO,Alpine,19,18,95.756,104.549,1000,0.480000000000004,9.34078571428573,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,OCO,Alpine,11,19,95.747,95.377,1000,0.47100000000000364,0.1687857142857183,906.3233
2021,17,Mid-Circuit,Austin,28.148447204968942,0,GAS,AlphaTauri,8,20,94.567,94.583,94.118,-0.709,-0.625214286,0.44129999999998404
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,VER,Red Bull Racing,3,1,76.788,76.483,76.225,-1.05435,-0.847,-2.3017
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,HAM,Mercedes,2,2,77.207,76.474,76.02,-0.63535,-0.856,-2.5067
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,PER,Red Bull Racing,4,3,77.003,77.055,76.342,-0.83935,-0.275,-2.1847
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,GAS,AlphaTauri,5,4,76.908,76.955,76.456,-0.93435,-0.375,-2.0707
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,LEC,Ferrari,8,5,76.748,77.03399999999999,76.837,-1.09435,-0.296,-1.6897
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,SAI,Ferrari,6,6,77.517,77.248,76.761,-0.32535,-0.082,-1.7657
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,VET,Aston Martin,9,7,77.502,77.746,1000,-0.34035,0.4159999999999968,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,RAI,Alfa Romeo Racing,10,8,77.606,77.958,1000,-0.23635,0.6280000000000001,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,ALO,Alpine,12,9,78.452,1000,1000,0.609650000000002,922.67,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,NOR,McLaren,18,10,77.569,77.473,96.83,-0.27335,0.14300000000000068,18.303299999999993
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,GIO,Alfa Romeo Racing,11,11,77.89699999999999,78.28999999999999,1000,0.0546499999999952,0.9599999999999937,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,RIC,McLaren,7,12,77.719,77.092,76.763,-0.12335,-0.238,-1.7637
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,OCO,Alpine,19,13,78.126,78.405,1000,0.2836500000000086,1.0750000000000028,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,STR,Aston Martin,20,14,80.873,1000,1000,3.0306500000000085,922.67,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,BOT,Mercedes,1,15,76.727,76.864,75.875,-1.11535,-0.466,-2.6517
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,RUS,Williams,16,16,77.958,78.172,1000,0.11565000000000225,0.8419999999999987,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,LAT,Williams,13,17,78.756,1000,1000,0.9136500000000041,922.67,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,MAZ,Haas F1 Team,15,18,79.303,1000,1000,1.4606500000000011,922.67,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,MSC,Haas F1 Team,14,19,78.858,1000,1000,1.015650000000008,922.67,921.4733
2021,18,Mid-Circuit,Mexico City,21.206707317073167,0,TSU,AlphaTauri,17,20,77.33,76.701,77.158,-0.51235,-0.629,-1.3687
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,HAM,Mercedes,10,1,68.733,68.068,67.934,-0.7447,-0.986666667,-0.7613
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,VER,Red Bull Racing,2,2,69.32900000000001,68.499,68.372,-0.1487,-0.555666667,-0.3233
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,BOT,Mercedes,1,3,69.03999999999999,68.426,68.469,-0.4377,-0.628666667,-0.2263
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,PER,Red Bull Racing,4,4,69.172,68.973,68.483,-0.3057,-0.081666667,-0.2123
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,LEC,Ferrari,6,5,69.155,68.859,68.96000000000001,-0.3227,-0.195666667,0.2647000000000048
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,SAI,Ferrari,3,6,69.04599999999999,69.031,68.826,-0.4317,-0.023666667,0.13069999999999027
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,GAS,AlphaTauri,7,7,69.347,68.903,68.777,-0.1307,-0.151666667,0.08169999999999789
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,OCO,Alpine,8,8,69.43,69.189,1000,-0.0477,0.13433333333333053,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,ALO,Alpine,12,9,69.391,69.137,69.113,-0.0867,0.08233333333333803,0.4176999999999964
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,NOR,McLaren,5,10,69.365,69.03,68.98,-0.1127,-0.024666667,0.28470000000000084
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,VET,Aston Martin,9,11,69.451,69.399,1000,-0.0267,0.3443333333333385,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,RAI,Alfa Romeo Racing,0,12,69.598,69.503,1000,0.1203000000000003,0.4483333333333377,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,RUS,Williams,17,13,69.953,1000,1000,0.4753000000000043,930.9453333333333,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,GIO,Alfa Romeo Racing,13,14,69.342,70.227,1000,-0.1357,1.1723333333333414,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,TSU,AlphaTauri,15,15,69.35,69.483,1000,-0.1277,0.42833333333334167,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,LAT,Williams,16,16,69.897,1000,1000,0.4193000000000069,930.9453333333333,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,MAZ,Haas F1 Team,19,17,70.589,1000,1000,1.1113,930.9453333333333,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,MSC,Haas F1 Team,18,18,70.32900000000001,1000,1000,0.851300000000009,930.9453333333333,931.3047
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,RIC,McLaren,11,19,69.374,69.093,69.039,-0.1037,0.0383333333333411,0.34369999999999834
2021,19,Mid-Circuit,S? Paulo,23.13734177,0,STR,Aston Martin,14,20,69.663,1000,1000,0.18529999999999802,930.9453333333333,931.3047
2021,20,High-Circuit,Lusail,26.41513157894737,0,HAM,Mercedes,1,1,81.901,81.682,80.827,-0.8852,-0.4896,-0.8892
2021,20,High-Circuit,Lusail,26.41513157894737,0,VER,Red Bull Racing,7,2,81.996,81.98400000000001,81.282,-0.7902,-0.1876,-0.4342
2021,20,High-Circuit,Lusail,26.41513157894737,0,ALO,Alpine,3,3,82.422,81.894,81.67,-0.3642,-0.2776,-0.0462
2021,20,High-Circuit,Lusail,26.41513157894737,0,PER,Red Bull Racing,11,4,82.398,82.346,1000,-0.3882,0.17440000000000566,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,OCO,Alpine,9,5,82.565,82.012,82.02799999999999,-0.2212,-0.1596,0.311799999999991
2021,20,High-Circuit,Lusail,26.41513157894737,0,STR,Aston Martin,12,6,82.551,82.46000000000001,1000,-0.2352,0.28840000000001,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,SAI,Ferrari,5,7,82.304,82.241,81.84,-0.4822,0.06940000000000168,0.1238000000000028
2021,20,High-Circuit,Lusail,26.41513157894737,0,LEC,Ferrari,13,8,82.742,82.463,1000,-0.0442,0.2913999999999959,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,NOR,McLaren,4,9,82.839,82.21600000000001,81.731,0.05280000000000484,0.04440000000001021,0.014799999999993929
2021,20,High-Circuit,Lusail,26.41513157894737,0,VET,Aston Martin,10,10,82.549,82.146,82.785,-0.2372,-0.0256,1.068799999999996
2021,20,High-Circuit,Lusail,26.41513157894737,0,GAS,AlphaTauri,2,11,82.535,81.72800000000001,81.64,-0.2512,-0.4436,-0.0762
2021,20,High-Circuit,Lusail,26.41513157894737,0,RIC,McLaren,14,12,82.688,82.59700000000001,1000,-0.0982,0.42540000000001044,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,TSU,AlphaTauri,8,13,82.458,82.05799999999999,81.881,-0.3282,-0.1136,0.1647999999999996
2021,20,High-Circuit,Lusail,26.41513157894737,0,RAI,Alfa Romeo Racing,16,14,83.156,1000,1000,0.3698000000000121,917.8284,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,GIO,Alfa Romeo Racing,18,15,83.262,1000,1000,0.47580000000000666,917.8284,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,MSC,Haas F1 Team,19,16,83.407,1000,1000,0.6208000000000027,917.8284,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,RUS,Williams,15,17,82.863,82.756,1000,0.07680000000000575,0.5844000000000023,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,MAZ,Haas F1 Team,20,18,85.85900000000001,1000,1000,3.072800000000015,917.8284,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,LAT,Williams,17,19,83.213,1000,1000,0.42680000000000007,917.8284,918.2838
2021,20,High-Circuit,Lusail,26.41513157894737,0,BOT,Mercedes,6,20,82.01599999999999,81.991,81.47800000000001,-0.7702,-0.1806,-0.2382
2021,21,High-Street,Jeddah,28.816062176165804,0,HAM,Mercedes,1,1,88.46600000000001,87.712,87.511,-0.27855,-2.379533333,-0.6001
2021,21,High-Street,Jeddah,28.816062176165804,0,VER,Red Bull Racing,3,2,88.285,87.953,87.65299999999999,-0.45955,-2.138533333,-0.4581
2021,21,High-Street,Jeddah,28.816062176165804,0,BOT,Mercedes,2,3,88.057,88.054,87.622,-0.68755,-2.037533333,-0.4891
2021,21,High-Street,Jeddah,28.816062176165804,0,OCO,Alpine,9,4,88.752,88.574,88.64699999999999,0.007449999999991519,-1.517533333,0.535899999999998
2021,21,High-Street,Jeddah,28.816062176165804,0,RIC,McLaren,11,5,88.21600000000001,88.668,1000,-0.52855,-1.423533333,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,GAS,AlphaTauri,6,6,88.401,88.314,88.125,-0.34355,-1.777533333,0.013900000000006685
2021,21,High-Street,Jeddah,28.816062176165804,0,LEC,Ferrari,4,7,88.31,88.459,88.054,-0.43455,-1.632533333,-0.0571
2021,21,High-Street,Jeddah,28.816062176165804,0,SAI,Ferrari,15,8,88.237,113.652,1000,-0.50755,23.56046666666667,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,GIO,Alfa Romeo Racing,10,9,88.899,88.616,88.754,0.1544499999999971,-1.475533333,0.6429000000000116
2021,21,High-Street,Jeddah,28.816062176165804,0,NOR,McLaren,7,10,88.338,88.344,88.18,-0.40655,-1.747533333,0.0689000000000135
2021,21,High-Street,Jeddah,28.816062176165804,0,STR,Aston Martin,18,11,89.368,1000,1000,0.6234499999999912,909.9084666666666,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,LAT,Williams,16,12,89.17699999999999,1000,1000,0.4324499999999887,909.9084666666666,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,ALO,Alpine,13,13,88.944,88.92,1000,0.1994499999999988,-1.171533333,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,TSU,AlphaTauri,8,14,88.503,88.22200000000001,88.44200000000001,-0.24155,-1.869533333,0.33090000000001396
2021,21,High-Street,Jeddah,28.816062176165804,0,RAI,Alfa Romeo Racing,12,15,88.856,88.885,1000,0.11144999999999072,-1.206533333,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,VET,Aston Martin,17,16,89.19800000000001,1000,1000,0.4534500000000037,909.9084666666666,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,PER,Red Bull Racing,5,17,88.021,87.946,88.123,-0.72355,-2.145533333,0.011900000000011346
2021,21,High-Street,Jeddah,28.816062176165804,0,MAZ,Haas F1 Team,20,18,90.473,1000,1000,1.7284499999999952,909.9084666666666,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,RUS,Williams,14,19,88.926,89.054,1000,0.1814499999999981,-1.037533333,911.8889
2021,21,High-Street,Jeddah,28.816062176165804,0,MSC,Haas F1 Team,19,20,89.464,1000,1000,0.7194499999999948,909.9084666666666,911.8889
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,LEC,Ferrari,1,1,91.471,90.932,90.558,-0.88005,-0.6822,-0.8622
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,SAI,Ferrari,3,2,91.567,90.787,90.687,-0.78405,-0.8272,-0.7332
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,HAM,Mercedes,5,3,92.285,91.048,91.238,-0.06605,-0.5662,-0.1822
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,RUS,Mercedes,9,4,92.269,91.252,92.216,-0.08205,-0.3622,0.7957999999999998
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,MAG,Haas F1 Team,7,5,91.955,91.461,91.808,-0.39605,-0.1532,0.3878000000000128
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,BOT,Alfa Romeo,6,6,91.919,91.717,91.56,-0.43205,0.102800000000002,0.13980000000000814
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,OCO,Alpine,11,7,92.041,91.782,1000,-0.31005,0.16779999999999973,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,TSU,AlphaTauri,16,8,92.75,1000,1000,0.39894999999999925,908.3858,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,ALO,Alpine,8,9,92.346,91.621,92.195,-0.00505,0.006799999999998363,0.774799999999999
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,ZHO,Alfa Romeo,15,10,92.493,93.543,1000,0.14194999999999425,1.9288000000000096,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,MSC,Haas F1 Team,12,11,92.38,91.998,1000,0.028949999999994702,0.3838000000000079,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,STR,Aston Martin,19,12,93.032,1000,1000,0.6809499999999957,908.3858,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,ALB,Williams,14,13,92.726,92.664,1000,0.37494999999999834,1.0498000000000047,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,RIC,McLaren,18,14,92.945,1000,1000,0.5939499999999924,908.3858,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,NOR,McLaren,13,15,92.239,92.008,1000,-0.11205,0.3937999999999988,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,LAT,Williams,20,16,93.634,1000,1000,1.2829499999999996,908.3858,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,HUL,Aston Martin,17,17,92.777,1000,1000,0.4259500000000003,908.3858,908.5798
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,PER,Red Bull Racing,4,18,92.311,91.008,90.921,-0.04005,-0.6062,-0.4992
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,VER,Red Bull Racing,2,19,91.785,90.757,90.681,-0.56605,-0.8572,-0.7392
2022,1,Mid-Circuit,Sakhir,23.617791411042944,0,GAS,AlphaTauri,10,20,92.096,91.635,92.338,-0.25505,0.020800000000008367,0.9177999999999997
2022,2,High-Street,Jeddah,25.42039473684211,0,VER,Red Bull Racing,4,1,88.928,88.945,88.461,-1.032263158,-0.546466667,-0.4022
2022,2,High-Street,Jeddah,25.42039473684211,0,LEC,Ferrari,2,2,89.039,88.78,88.225,-0.921263158,-0.711466667,-0.6382
2022,2,High-Street,Jeddah,25.42039473684211,0,SAI,Ferrari,3,3,88.855,88.686,88.402,-1.105263158,-0.805466667,-0.4612
2022,2,High-Street,Jeddah,25.42039473684211,0,PER,Red Bull Racing,1,4,89.705,88.924,88.2,-0.255263158,-0.567466667,-0.6632
2022,2,High-Street,Jeddah,25.42039473684211,0,RUS,Mercedes,6,5,89.68,89.618,89.104,-0.280263158,0.1265333333333274,0.24080000000000723
2022,2,High-Street,Jeddah,25.42039473684211,0,OCO,Alpine,5,6,90.093,89.584,89.068,0.1327368421052597,0.09253333333333558,0.20480000000000587
2022,2,High-Street,Jeddah,25.42039473684211,0,NOR,McLaren,11,7,89.957,89.651,1000,-0.003263158,0.15953333333332864,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,GAS,AlphaTauri,9,8,89.89099999999999,89.418,89.254,-0.069263158,-0.073466667,0.3908000000000129
2022,2,High-Street,Jeddah,25.42039473684211,0,MAG,Haas F1 Team,10,9,89.831,89.54599999999999,89.588,-0.129263158,0.05453333333332466,0.7248000000000019
2022,2,High-Street,Jeddah,25.42039473684211,0,HAM,Mercedes,15,10,90.343,1000,1000,0.3827368421052597,910.5085333333334,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,ZHO,Alfa Romeo,12,11,89.97800000000001,89.819,1000,0.017736842105264827,0.327533333333335,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,HUL,Aston Martin,17,12,90.543,1000,1000,0.5827368421052626,910.5085333333334,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,STR,Aston Martin,13,13,90.256,91.009,1000,0.2957368421052564,1.5175333333333327,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,ALB,Williams,16,14,90.492,1000,1000,0.5317368421052606,910.5085333333334,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,BOT,Alfa Romeo,8,15,89.68299999999999,89.404,89.18299999999999,-0.277263158,-0.087466667,0.31980000000000075
2022,2,High-Street,Jeddah,25.42039473684211,0,ALO,Alpine,7,16,89.97800000000001,89.295,89.14699999999999,0.017736842105264827,-0.196466667,0.2837999999999994
2022,2,High-Street,Jeddah,25.42039473684211,0,RIC,McLaren,14,17,90.009,89.773,1000,0.04873684210525653,0.28153333333332853,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,LAT,Williams,18,18,91.817,1000,1000,1.8567368421052493,910.5085333333334,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,TSU,AlphaTauri,19,19,1000,1000,1000,910.0397368421053,910.5085333333334,911.1368
2022,2,High-Street,Jeddah,25.42039473684211,0,MSC,Haas F1 Team,,,90.167,89.92,1000,0.20673684210525778,0.4285333333333341,911.1368
2022,3,High-Street,Melbourne,26.69743589743589,0,LEC,Ferrari,1,1,78.881,78.606,77.868,-0.767578947,-0.529666667,-0.823555556
2022,3,High-Street,Melbourne,26.69743589743589,0,PER,Red Bull Racing,3,2,78.834,78.34,78.24,-0.814578947,-0.795666667,-0.451555556
2022,3,High-Street,Melbourne,26.69743589743589,0,RUS,Mercedes,6,3,79.405,79.076,78.93299999999999,-0.243578947,-0.059666667,0.2414444444444399
2022,3,High-Street,Melbourne,26.69743589743589,0,HAM,Mercedes,5,4,79.401,79.106,78.825,-0.247578947,-0.029666667,0.13344444444445003
2022,3,High-Street,Melbourne,26.69743589743589,0,NOR,McLaren,4,5,79.28,79.066,78.703,-0.368578947,-0.069666667,0.011444444444450141
2022,3,High-Street,Melbourne,26.69743589743589,0,RIC,McLaren,7,6,79.66499999999999,79.13,79.032,0.016421052631571342,-0.005666667,0.34044444444444366
2022,3,High-Street,Melbourne,26.69743589743589,0,OCO,Alpine,8,7,79.605,79.136,79.061,-0.043578947,0.000333333333330188,0.36944444444445423
2022,3,High-Street,Melbourne,26.69743589743589,0,BOT,Alfa Romeo,12,8,79.251,79.41,1000,-0.397578947,0.2743333333333311,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,GAS,AlphaTauri,11,9,79.58,79.226,1000,-0.068578947,0.0903333333333336,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,ALB,Williams,20,10,80.135,1000,1000,0.4864210526315844,920.8643333333333,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,ZHO,Alfa Romeo,14,11,79.91,80.155,1000,0.2614210526315759,1.0193333333333356,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,STR,Aston Martin,19,12,1000,1000,1000,920.3514210526316,920.8643333333333,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,MSC,Haas F1 Team,15,13,80.104,80.465,1000,0.4554210526315785,1.329333333333338,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,MAG,Haas F1 Team,16,14,80.254,1000,1000,0.6054210526315842,920.8643333333333,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,TSU,AlphaTauri,13,15,79.742,79.424,1000,0.09342105263158373,0.2883333333333411,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,LAT,Williams,18,16,81.372,1000,1000,1.7234210526315792,920.8643333333333,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,ALO,Alpine,10,17,79.19200000000001,78.815,1000,-0.456578947,-0.320666667,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,VER,Red Bull Racing,2,18,78.58,78.611,78.154,-1.068578947,-0.524666667,-0.537555556
2022,3,High-Street,Melbourne,26.69743589743589,0,VET,Aston Martin,17,19,81.149,1000,1000,1.5004210526315802,920.8643333333333,921.3084444444445
2022,3,High-Street,Melbourne,26.69743589743589,0,SAI,Ferrari,9,20,78.983,78.469,79.408,-0.665578947,-0.666666667,0.7164444444444484
2022,4,Mid-Circuit,Imola,12.899367088607592,0,VER,Red Bull Racing,1,1,79.295,78.793,87.999,-0.984315789,-1.7402,-1.481555556
2022,4,Mid-Circuit,Imola,12.899367088607592,0,PER,Red Bull Racing,3,2,79.773,79.29599999999999,89.80799999999999,-0.506315789,-1.2372,0.32744444444443843
2022,4,Mid-Circuit,Imola,12.899367088607592,0,NOR,McLaren,5,3,80.168,79.294,89.131,-0.111315789,-1.2392,-0.349555556
2022,4,Mid-Circuit,Imola,12.899367088607592,0,RUS,Mercedes,11,4,80.383,80.757,1000,0.1036842105263105,0.2237999999999971,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,BOT,Alfa Romeo,7,5,80.419,80.19200000000001,90.439,0.13968421052631186,-0.3412,0.9584444444444387
2022,4,Mid-Circuit,Imola,12.899367088607592,0,LEC,Ferrari,2,6,78.79599999999999,79.584,88.77799999999999,-1.483315789,-0.9492,-0.702555556
2022,4,Mid-Circuit,Imola,12.899367088607592,0,TSU,AlphaTauri,12,7,80.474,1000,1000,0.19468421052631868,919.4668,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,VET,Aston Martin,13,8,80.364,79.957,91.062,0.08468421052631925,-0.5762,1.5814444444444433
2022,4,Mid-Circuit,Imola,12.899367088607592,0,MAG,Haas F1 Team,8,9,80.14699999999999,79.902,89.164,-0.132315789,-0.6312,-0.316555556
2022,4,Mid-Circuit,Imola,12.899367088607592,0,STR,Aston Martin,15,10,80.342,88.119,1000,0.06268421052631368,7.585799999999992,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,ALB,Williams,18,11,1000,1000,1000,919.7206842105263,919.4668,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,GAS,AlphaTauri,17,12,80.732,1000,1000,0.45268421052631425,919.4668,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,HAM,Mercedes,14,13,80.47,81.138,1000,0.1906842105263138,0.6047999999999973,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,OCO,Alpine,16,14,82.338,1000,1000,2.058684210526309,919.4668,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,ZHO,Alfa Romeo,0,15,79.73,81.434,1000,-0.549315789,0.9007999999999896,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,LAT,Williams,19,16,81.971,1000,1000,1.6916842105263186,919.4668,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,MSC,Haas F1 Team,10,17,80.422,80.916,1000,0.14268421052631197,0.3827999999999889,910.5194444444444
2022,4,Mid-Circuit,Imola,12.899367088607592,0,RIC,McLaren,6,18,79.98,80.031,89.742,-0.299315789,-0.5022,0.26144444444445014
2022,4,Mid-Circuit,Imola,12.899367088607592,0,ALO,Alpine,9,19,80.19800000000001,79.595,89.202,-0.081315789,-0.9382,-0.278555556
2022,4,Mid-Circuit,Imola,12.899367088607592,0,SAI,Ferrari,4,20,79.305,78.99,1000,-0.974315789,-1.5432,910.5194444444444
2022,5,Mid-Circuit,Miami,30.617283950617285,0,VER,Red Bull Racing,3,1,89.836,89.202,88.991,-0.718263158,-0.688066667,-0.5047
2022,5,Mid-Circuit,Miami,30.617283950617285,0,LEC,Ferrari,1,2,89.474,89.13,88.79599999999999,-1.080263158,-0.760066667,-0.6997
2022,5,Mid-Circuit,Miami,30.617283950617285,0,SAI,Ferrari,2,3,90.079,89.729,88.986,-0.475263158,-0.161066667,-0.5097
2022,5,Mid-Circuit,Miami,30.617283950617285,0,PER,Red Bull Racing,4,4,90.055,89.673,89.036,-0.499263158,-0.217066667,-0.4597
